customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,label,is_new_customer,monthly_charge_band,avg_monthly_spend_gap
7590-0451,Female,0,No,Yes,65,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.6,3087.63,No,0,0,Medium,-6.369999999999891
7590-0169,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,71.26,28.12,No,0,1,High,-43.14
7590-0452,Female,1,No,Yes,31,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.36,2020.56,Yes,1,0,Medium,25.399999999999864
7590-0355,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),46.42,83.9,No,0,1,Medium,37.480000000000004
7590-0245,Male,0,No,No,25,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.89,1469.38,No,0,0,Medium,22.13000000000011
7590-0298,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,68.6,624.81,No,0,0,Medium,7.409999999999968
7590-0569,Female,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.44,72.7,Yes,1,1,Medium,-36.17999999999999
7590-0272,Male,0,No,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.88,2997.28,No,0,0,Medium,-11.759999999999764
7590-0154,Male,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,766.13,Yes,1,0,Low,28.129999999999995
7590-0126,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),76.77,2926.32,No,0,0,High,9.0600000000004
7590-0500,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.19,513.79,No,0,0,Low,-15.200000000000045
7590-0287,Male,0,Yes,No,50,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),32.35,1564.45,No,0,0,Low,-53.049999999999955
7590-0113,Female,0,Yes,Yes,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,34.31,2373.57,No,0,0,Low,6.179999999999836
7590-0481,Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,77.21,3105.34,No,0,0,High,-60.26999999999953
7590-0173,Male,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,52.7,1043.83,No,0,0,Medium,-10.170000000000073
7590-0057,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.94,1009.56,Yes,1,0,Low,51.3599999999999
7590-0477,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.56,31.6,No,0,1,Low,-61.199999999999996
7590-0222,Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.8,438.2,Yes,1,0,Medium,-8.199999999999989
7590-0280,Male,0,No,Yes,39,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.76,2431.61,No,0,0,Medium,22.970000000000255
7590-0017,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.7,4085.34,No,0,0,High,10.440000000000055
7590-0357,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.2,3904.47,No,0,0,High,23.669999999999618
7590-0255,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,447.99,No,0,0,Low,-38.00999999999999
7590-0364,Female,1,Yes,Yes,69,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.28,5713.79,No,0,0,High,36.470000000000255
7590-0622,Male,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,37.17,1661.53,No,0,0,Medium,-48.29000000000019
7590-0190,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.32,2443.4,Yes,1,0,Medium,37.24000000000024
7590-0382,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.29,3201.44,No,0,0,Medium,21.460000000000036
7590-0570,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.42,3076.22,Yes,1,0,Medium,-5.200000000000273
7590-0327,Female,1,Yes,No,55,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.09,3069.99,No,0,0,Medium,-14.960000000000491
7590-0094,Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.1,1863.55,No,0,0,Medium,-30.550000000000182
7590-0180,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.44,,No,0,0,Low,-551.48
7590-0301,Male,0,No,No,14,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.63,734.11,No,0,0,Medium,-16.710000000000036
7590-0442,Male,1,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,56.0,3941.71,Yes,1,0,Medium,21.710000000000036
7590-0395,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,60.13,2011.97,No,0,0,Medium,27.679999999999836
7590-0536,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,38.11,1089.44,No,0,0,Medium,-15.75
7590-0374,Male,0,No,No,60,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.16,3923.34,No,0,0,Medium,13.740000000000236
7590-0005,Male,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.84,2292.57,Yes,1,0,Medium,39.84999999999991
7590-0045,Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.13,264.57,No,0,1,Medium,3.919999999999959
7590-0352,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.65,3056.62,Yes,1,0,Medium,-9.2800000000002
7590-0641,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.17,659.01,Yes,1,0,High,27.480000000000018
7590-0456,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.47,404.07,No,0,1,Medium,23.25
7590-0016,Female,1,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),68.14,1372.66,Yes,1,0,Medium,9.860000000000127
7590-0048,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),65.87,2157.61,No,0,0,Medium,49.76999999999998
7590-0628,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.52,302.59,No,0,0,Low,37.389999999999986
7590-0593,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.86,1329.39,No,0,0,High,29.350000000000136
7590-0003,Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),67.71,2805.57,No,0,0,Medium,29.46000000000049
7590-0390,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.33,3220.06,No,0,0,Medium,-45.710000000000036
7590-0360,Female,1,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.2,4229.62,No,0,0,High,18.420000000000073
7590-0316,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.47,1938.77,No,0,0,Medium,9.259999999999991
7590-0283,Female,0,No,No,51,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),55.73,2816.88,No,0,0,Medium,-25.34999999999991
7590-0434,Female,0,No,Yes,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),54.44,447.75,No,0,0,Medium,12.230000000000018
7590-0285,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,344.89,No,0,0,Low,-51.110000000000014
7590-0361,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,75.77,668.88,Yes,1,0,High,-13.049999999999955
7590-0225,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),79.79,2933.14,No,0,0,High,-19.090000000000146
7590-0026,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,63.71,3294.72,No,0,0,Medium,45.50999999999976
7590-0618,Male,1,No,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,60.35,2336.85,Yes,1,0,Medium,-16.800000000000182
7590-0263,Male,0,No,Yes,40,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,42.2,1661.19,No,0,0,Medium,-26.809999999999945
7590-0050,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.44,2707.85,Yes,1,0,High,40.88999999999987
7590-0229,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),56.16,1230.23,No,0,0,Medium,-5.289999999999964
7590-0037,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,,No,0,0,Low,-666.0
7590-0157,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.36,426.16,No,0,1,Medium,40.00000000000006
7590-0237,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.68,3296.43,Yes,1,0,Medium,48.75
7590-0623,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,62.33,316.07,No,0,1,Medium,4.420000000000016
7590-0175,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.43,1417.75,No,0,0,Medium,17.559999999999945
7590-0546,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.81,59.47,Yes,1,1,High,-18.340000000000003
7590-0417,Female,0,No,No,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.76,2876.41,No,0,0,High,-0.7100000000004911
7590-0194,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.01,1519.63,No,0,0,Low,-21.069999999999936
7590-0548,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,78.62,5301.89,No,0,0,High,34.350000000000364
7590-0587,Female,0,No,Yes,70,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,39.77,2767.42,No,0,0,Medium,-16.480000000000018
7590-0627,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,55.46,1776.37,Yes,1,0,Medium,1.6499999999998636
7590-0554,Male,0,No,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.26,3258.68,No,0,0,High,-19.2800000000002
7590-0067,Female,1,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.82,2504.77,Yes,1,0,Medium,-34.38999999999987
7590-0383,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.1,538.57,No,0,0,Low,-24.129999999999995
7590-0168,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),70.88,681.1,No,0,0,High,43.180000000000064
7590-0388,Male,1,No,Yes,67,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,75.38,5085.18,Yes,1,0,High,34.720000000000255
7590-0162,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.37,2906.43,No,0,0,High,-30.26000000000022
7590-0309,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,58.68,3361.03,No,0,0,Medium,16.270000000000437
7590-0193,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.31,1008.37,No,0,0,High,10.029999999999973
7590-0414,Female,0,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,50.07,606.21,Yes,1,0,Medium,5.3700000000000045
7590-0365,Male,1,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,68.87,2940.92,Yes,1,0,Medium,-20.490000000000236
7590-0429,Male,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.99,2612.27,No,0,0,High,2.5700000000001637
7590-0152,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.58,1236.3,No,0,0,Low,-6.160000000000082
7590-0556,Female,0,No,Yes,59,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,59.87,3539.53,No,0,0,Medium,7.200000000000273
7590-0403,Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.34,1598.53,No,0,0,High,-60.930000000000064
7590-0226,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.08,2804.27,No,0,0,Medium,6.710000000000036
7590-0537,Male,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),75.13,4850.44,No,0,0,High,-33.01000000000022
7590-0563,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.53,1628.68,No,0,0,Medium,29.49000000000001
7590-0103,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.45,3145.03,No,0,0,Medium,11.079999999999927
7590-0469,Female,1,No,Yes,71,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.14,4326.16,No,0,0,Medium,-14.779999999999745
7590-0074,Male,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.16,,No,0,1,Medium,0.0
7590-0507,Female,0,No,Yes,59,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),48.11,2823.13,No,0,0,Medium,-15.359999999999673
7590-0626,Female,0,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.24,1554.85,No,0,0,Medium,-14.670000000000073
7590-0119,Female,0,No,No,72,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),38.96,2810.17,No,0,0,Medium,5.050000000000182
7590-0465,Female,0,No,No,61,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.38,3227.82,No,0,0,Medium,32.63999999999987
7590-0568,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.32,4254.02,No,0,0,Medium,22.94000000000051
7590-0611,Female,0,Yes,Yes,22,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),44.26,996.83,No,0,0,Medium,23.110000000000127
7590-0207,Female,1,No,Yes,21,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.89,1096.65,Yes,1,0,Medium,6.960000000000036
7590-0398,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.77,1503.07,No,0,0,High,44.440000000000055
7590-0422,Male,1,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,988.5,No,0,0,Low,16.5
7590-0408,Male,0,Yes,Yes,27,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),72.13,1992.03,No,0,0,High,44.52000000000021
7590-0485,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.22,2556.01,No,0,0,High,1.8500000000003638
7590-0008,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,337.68,No,0,0,Low,-22.319999999999993
7590-0596,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.47,243.08,Yes,1,1,Medium,15.730000000000018
7590-0036,Female,0,No,Yes,50,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,59.57,2957.66,No,0,0,Medium,-20.840000000000146
7590-0139,Female,0,No,Yes,5,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,54.83,286.88,No,0,1,Medium,12.730000000000018
7590-0253,Female,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,866.26,No,0,0,Low,-33.74000000000001
7590-0303,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.46,244.96,No,0,1,Medium,-0.8799999999999955
7590-0541,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.96,1804.3,Yes,1,0,Medium,-30.61999999999989
7590-0468,Male,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.52,3497.69,No,0,0,Medium,25.13000000000011
7590-0368,Male,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.07,4910.58,No,0,0,High,14.890000000000327
7590-0059,Male,1,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),66.55,1137.9,No,0,0,Medium,6.550000000000182
7590-0111,Female,1,Yes,Yes,71,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),54.71,3880.6,No,0,0,Medium,-3.8099999999999454
7590-0423,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),56.68,220.31,No,0,1,Medium,-6.409999999999997
7590-0648,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.06,1166.37,Yes,1,0,Medium,31.289999999999964
7590-0426,Male,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,73.58,2660.53,No,0,0,High,11.650000000000091
7590-0262,Female,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.04,1812.62,No,0,0,Medium,9.259999999999991
7590-0542,Male,1,No,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),71.74,873.74,No,0,0,High,12.860000000000127
7590-0297,Female,0,Yes,Yes,65,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.02,3266.0,No,0,0,Medium,14.699999999999818
7590-0150,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.57,2179.04,No,0,0,Medium,-1.4800000000000182
7590-0266,Female,0,Yes,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.39,4306.91,Yes,1,0,Medium,-3.610000000000582
7590-0590,Male,1,No,Yes,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.71,799.75,No,0,0,Medium,47.23000000000002
7590-0359,Female,1,No,Yes,28,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.31,1390.62,No,0,0,Medium,-18.060000000000173
7590-0573,Female,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.54,1409.42,No,0,0,Low,9.320000000000164
7590-0038,Female,1,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.34,5327.78,No,0,0,High,0.6599999999998545
7590-0127,Female,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.68,,No,0,0,Low,-271.47999999999996
7590-0416,Male,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.37,1855.0,No,0,0,Medium,-6.649999999999864
7590-0307,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.5,1608.41,No,0,0,Low,-8.089999999999918
7590-0198,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.43,2473.03,No,0,0,Medium,-38.179999999999836
7590-0351,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.42,4322.41,Yes,1,0,High,1.4099999999998545
7590-0595,Male,0,Yes,Yes,0,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,64.2,,Yes,1,1,Medium,0.0
7590-0146,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.01,4174.1,No,0,0,High,-6.449999999999818
7590-0601,Female,0,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.61,893.28,Yes,1,0,Medium,0.2999999999999545
7590-0506,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1100.44,No,0,0,Low,2.4400000000000546
7590-0419,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.7,1387.37,No,0,0,Low,4.169999999999845
7590-0575,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.11,799.98,No,0,0,High,-2.009999999999991
7590-0147,Female,0,No,Yes,57,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,43.98,2518.08,Yes,1,0,Medium,11.220000000000255
7590-0612,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.16,1894.57,Yes,1,0,Medium,-4.470000000000027
7590-0348,Female,0,No,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.89,3850.43,No,0,0,Medium,-7.410000000000309
7590-0325,Female,0,No,Yes,32,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,46.07,1483.41,No,0,0,Medium,9.170000000000073
7590-0470,Female,1,No,No,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.29,1071.97,No,0,0,Medium,-37.960000000000036
7590-0123,Female,1,Yes,Yes,37,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.68,2497.84,No,0,0,Medium,-6.320000000000164
7590-0547,Male,1,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1283.7,Yes,1,0,Low,5.7000000000000455
7590-0096,Male,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,62.0,1593.55,No,0,0,Medium,-18.450000000000045
7590-0143,Female,0,No,Yes,56,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.66,3757.21,Yes,1,0,Medium,24.25
7590-0239,Male,0,No,Yes,15,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.91,700.25,Yes,1,0,Medium,26.600000000000023
7590-0394,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,577.34,No,0,0,Low,-52.65999999999997
7590-0453,Female,0,No,Yes,59,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.44,3933.06,No,0,0,Medium,13.099999999999909
7590-0097,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.38,2648.77,Yes,1,0,Medium,20.950000000000273
7590-0371,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71.08,1994.33,No,0,0,High,4.089999999999918
