customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-0353,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.48,343.73,No
7590-0354,Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),44.59,1069.44,Yes
7590-0355,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),46.42,83.90,No
7590-0356,Male,1,Yes,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.71,1639.01,No
7590-0357,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.2,3904.47,No
7590-0358,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,61.62,1542.89,Yes
7590-0359,Female,1,No,Yes,28,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.31,1390.62,No
7590-0360,Female,1,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.2,4229.62,No
7590-0361,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,75.77,668.88,Yes
7590-0362,Female,0,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.62,1670.52,No
7590-0363,Male,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,576.86,No
7590-0364,Female,1,Yes,Yes,69,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.28,5713.79,No
7590-0365,Male,1,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,68.87,2940.92,Yes
7590-0366,Female,1,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.87,2411.39,Yes
7590-0367,Male,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.49,561.84,No
7590-0368,Male,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.07,4910.58,No
7590-0369,Female,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.1,1319.15,No
7590-0370,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.11,1588.80,Yes
7590-0371,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71.08,1994.33,No
7590-0372,Female,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.32,1828.13,No
7590-0373,Female,1,Yes,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.09,3575.41,Yes
7590-0374,Male,0,No,No,60,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.16,3923.34,No
7590-0375,Female,0,Yes,No,27,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.76,1371.82,No
7590-0376,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.97,1370.93,No
7590-0377,Female,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.36,2651.92,No
7590-0378,Female,0,No,Yes,50,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.64,2594.89,Yes
7590-0379,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0, ,No
7590-0380,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.32,1377.28,No
7590-0381,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.65,208.53,Yes
7590-0382,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.29,3201.44,No
7590-0383,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.1,538.57,No
7590-0384,Female,1,No,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.81,4592.97,No
7590-0385,Male,0,No,Yes,30,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.45,1350.08,No
7590-0386,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),87.33,3843.92,No
7590-0387,Female,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,57.31,3089.15,No
7590-0388,Male,1,No,Yes,67,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,75.38,5085.18,Yes
7590-0389,Female,0,No,Yes,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),52.04,1179.32,No
7590-0390,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.33,3220.06,No
7590-0391,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.0,3360.37,No
7590-0392,Female,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,60.03,2468.97,No
7590-0393,Female,0,No,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),65.29,3465.21,No
7590-0394,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,577.34,No
7590-0395,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,60.13,2011.97,No
7590-0396,Female,1,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),38.41,126.02,No
7590-0397,Male,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.7,4555.13,No
7590-0398,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.77,1503.07,No
7590-0399,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),58.14,1261.13,Yes
7590-0400,Male,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.12,381.59,No
7590-0401,Female,0,Yes,No,68,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.27,3750.46,Yes
7590-0402,Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.74,1540.36,Yes
7590-0403,Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.34,1598.53,No
7590-0404,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.1,2038.71,Yes
7590-0405,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.28,569.27,No
7590-0406,Male,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,889.88,No
7590-0407,Male,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.97,1411.50,No
7590-0408,Male,0,Yes,Yes,27,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),72.13,1992.03,No
7590-0409,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.37,34.11,Yes
7590-0410,Male,0,Yes,Yes,40,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.19,1714.86,No
7590-0411,Male,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),63.5,435.35,No
7590-0412,Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.12,992.14,No
7590-0413,Male,0,No,Yes,67,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.63,3549.88,No
7590-0414,Female,0,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,50.07,606.21,Yes
7590-0415,Female,1,No,No,22,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.54,787.16,No
7590-0416,Male,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.37,1855.00,No
7590-0417,Female,0,No,No,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.76,2876.41,No
7590-0418,Female,0,Yes,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,96.0,568.81,No
7590-0419,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.7,1387.37,No
7590-0420,Male,0,No,Yes,30,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,79.21,2335.97,No
7590-0421,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.71,2563.97,Yes
7590-0422,Male,1,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,988.50,No
7590-0423,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),56.68,220.31,No
7590-0424,Female,0,No,Yes,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.02,474.52,No
7590-0425,Male,1,No,Yes,18,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),37.56,670.93,No
7590-0426,Male,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,73.58,2660.53,No
7590-0427,Female,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,545.64,No
7590-0428,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),66.47,3358.29,Yes
7590-0429,Male,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.99,2612.27,No
7590-0430,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,289.10,Yes
7590-0431,Female,1,Yes,No,60,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.41,3220.53,No
7590-0432,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.37,1607.85,No
7590-0433,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,123.41,No
7590-0434,Female,0,No,Yes,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),54.44,447.75,No
7590-0435,Female,0,No,Yes,64,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),77.11,4915.65,No
7590-0436,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.98,2704.44,No
7590-0437,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),56.02,2339.97,No
7590-0438,Male,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.09,4769.47,No
7590-0439,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,56.51,3258.32,No
7590-0440,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),64.64,2803.97,No
7590-0441,Female,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.61,625.73,No
7590-0442,Male,1,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,56.0,3941.71,Yes
7590-0443,Female,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,91.34,578.95,No
7590-0444,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.53,1386.31,Yes
7590-0445,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.07,5428.43,Yes
7590-0446,Female,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0, ,No
7590-0447,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,96.89,900.13,Yes
7590-0448,Male,0,No,No,31,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,57.07,1786.06,No
7590-0449,Female,1,No,No,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.4,2997.75,No
7590-0450,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,79.75,4955.61,No
7590-0451,Female,0,No,Yes,65,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.6,3087.63,No
7590-0452,Female,1,No,Yes,31,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.36,2020.56,Yes
7590-0453,Female,0,No,Yes,59,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.44,3933.06,No
7590-0454,Male,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0, ,Yes
7590-0455,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,76.54,499.04,No
7590-0456,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.47,404.07,No
7590-0457,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.3,1458.37,No
7590-0458,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,981.26,No
7590-0459,Male,1,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),67.5,842.23,No
7590-0460,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.73,4511.84,Yes
7590-0461,Male,0,No,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,45.08,2661.82,No
7590-0462,Female,0,No,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,72.61,3653.60,Yes
7590-0463,Female,1,No,No,69,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.98,3800.38,Yes
7590-0464,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,70.57,1523.50,Yes
7590-0465,Female,0,No,No,61,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.38,3227.82,No
7590-0466,Female,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.68, ,Yes
7590-0467,Male,1,No,Yes,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,80.21,1194.88,No
7590-0468,Male,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.52,3497.69,No
7590-0469,Female,1,No,Yes,71,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.14,4326.16,No
7590-0470,Female,1,No,No,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.29,1071.97,No
7590-0471,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.97,1066.03,Yes
7590-0472,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,71.86,1085.23,No
7590-0473,Female,0,No,No,48,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.72,2111.86,No
7590-0474,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.87,3986.59,No
7590-0475,Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.69,3269.50,Yes
7590-0476,Female,0,No,Yes,65,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.63,6286.13,No
7590-0477,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.56,31.60,No
7590-0478,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.44,2718.03,No
7590-0479,Male,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),65.61,1750.76,No
7590-0480,Female,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.79,294.67,No
7590-0481,Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,77.21,3105.34,No
7590-0482,Female,0,No,Yes,0,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.77, ,Yes
7590-0483,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,576.75,Yes
7590-0484,Female,0,No,Yes,17,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.63,966.17,No
7590-0485,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.22,2556.01,No
7590-0486,Female,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.92,1862.91,No
7590-0487,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.3,3776.66,No
7590-0488,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.11,2086.79,Yes
7590-0489,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,542.85,Yes
7590-0490,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.8,2364.26,No
7590-0491,Male,1,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.69,1392.56,No
7590-0492,Male,1,No,No,69,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,52.44,3605.33,No
7590-0493,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.96,452.72,Yes
7590-0494,Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.43,2204.36,No
7590-0495,Male,1,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,382.55,No
7590-0496,Female,1,Yes,Yes,68,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,50.76,3431.99,No
7590-0497,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.2,269.92,Yes
7590-0498,Female,0,No,Yes,41,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.34,2752.55,Yes
7590-0499,Male,0,No,Yes,69,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,77.39,5365.60,No
7590-0500,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.19,513.79,No
7590-0501,Female,0,No,Yes,54,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,61.7,3332.89,No
7590-0502,Female,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),38.88,1872.82,No
7590-0503,Female,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),76.8,2889.66,No
7590-0504,Male,0,Yes,No,54,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),73.99,3969.72,Yes
7590-0505,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.15,3112.48,No
7590-0506,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1100.44,No
7590-0507,Female,0,No,Yes,59,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),48.11,2823.13,No
7590-0508,Female,1,No,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),61.69,2769.33,No
7590-0509,Female,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.42,3763.75,No
7590-0510,Female,1,Yes,Yes,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.52,4606.57,No
7590-0511,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.35,5556.72,No
7590-0512,Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.87,1140.25,No
7590-0513,Female,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.08,126.00,Yes
7590-0514,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,361.77,No
7590-0515,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),75.75,2927.71,Yes
7590-0516,Female,0,No,Yes,20,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),50.95,1051.25,No
7590-0517,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,61.34,4247.14,No
7590-0518,Male,1,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,69.04,507.60,Yes
7590-0519,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,85.04,1597.48,No
7590-0520,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.49,4444.26,No
7590-0521,Male,0,Yes,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),49.36,1311.68,No
7590-0522,Male,1,No,Yes,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.06,3060.27,No
7590-0523,Male,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.63,2936.45,No
7590-0524,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,35.32,1111.91,Yes
7590-0525,Male,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.52,1588.71,Yes
7590-0526,Male,0,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,53.63,1928.59,No
7590-0527,Female,0,No,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.58,2617.60,Yes
7590-0528,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.3,40.01,No
7590-0529,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.51,1584.10,No
