InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateParsed
536509,22632,HAND WARMER RED POLKA DOT,24,03/29/2011 12:38,3.96,15931,Netherlands,2011-03-29 12:38:00
536509,22633,HAND WARMER UNION JACK,2,01/18/2011 14:50,5.94,16816,France,2011-01-18 14:50:00
536510,22752,SET 7 BABUSHKA NESTING BOXES,1,03/12/2011 16:09,7.5,12387,Spain,2011-03-12 16:09:00
536510,71053,WHITE METAL LANTERN,12,02/14/2011 11:26,4.65,16544,Germany,2011-02-14 11:26:00
536510,84029E,RED WOOLLY HOTTIE WHITE HEART,2,03/27/2011 17:54,7.76,GUEST,Belgium,2011-03-27 17:54:00
536511,71053,WHITE METAL LANTERN,2,03/16/2011 15:21,1.74,17845,Belgium,2011-03-16 15:21:00
536511,71053,WHITE METAL LANTERN,3,03/04/2011 15:21,1.09,14850,Belgium,2011-03-04 15:21:00
536511,22752,SET 7 BABUSHKA NESTING BOXES,4,01/22/2011 08:20,4.39,14160,Belgium,2011-01-22 08:20:00
536512,22752,SET 7 BABUSHKA NESTING BOXES,12,02/12/2011 15:29,5.27,14848,Netherlands,2011-02-12 15:29:00
536512,84879,ASSORTED COLOUR BIRD ORNAMENT,3,01/18/2011 16:12,4.43,17479,United Kingdom,2011-01-18 16:12:00
536512,22632,HAND WARMER RED POLKA DOT,24,03/16/2011 17:25,0.5,14088,United Kingdom,2011-03-16 17:25:00
536513,22632,HAND WARMER RED POLKA DOT,24,01/20/2011 13:25,4.32,17176,Belgium,2011-01-20 13:25:00
536513,22632,HAND WARMER RED POLKA DOT,4,02/16/2011 16:00,1.89,17376,Belgium,2011-02-16 16:00:00
536513,22633,HAND WARMER UNION JACK,6,03/14/2011 18:55,5.84,16306,France,2011-03-14 18:55:00
536514,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,01/30/2011 08:42,5.23,15305,Netherlands,2011-01-30 08:42:00
536514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,01/14/2011 16:40,2.62,14503,Spain,2011-01-14 16:40:00
536514,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,01/10/2011 16:16,3.47,14171,Spain,2011-01-10 16:16:00
536515,22752,SET 7 BABUSHKA NESTING BOXES,4,03/19/2011 08:32,2.38,15949,Germany,2011-03-19 08:32:00
536515,84029E,RED WOOLLY HOTTIE WHITE HEART,2,01/21/2011 13:38,4.37,13315,Belgium,2011-01-21 13:38:00
536515,71053,WHITE METAL LANTERN,4,03/03/2011 11:37,6.41,15712,United Kingdom,2011-03-03 11:37:00
536516,84879,ASSORTED COLOUR BIRD ORNAMENT,12,03/07/2011 08:57,2.53,12804,Germany,2011-03-07 08:57:00
536516,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,03/23/2011 08:56,5.51,17767,France,2011-03-23 08:56:00
536516,84879,ASSORTED COLOUR BIRD ORNAMENT,24,03/03/2011 10:14,3.44,17268,Germany,2011-03-03 10:14:00
536517,84406B,CREAM CUPID HEARTS COAT HANGER,6,02/03/2011 10:46,2.91,16060,Spain,2011-02-03 10:46:00
536517,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,01/26/2011 16:55,4.29,17952,Netherlands,2011-01-26 16:55:00
536517,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/18/2011 08:56,2.43,16469,United Kingdom,2011-03-18 08:56:00
536518,84879,ASSORTED COLOUR BIRD ORNAMENT,1,03/28/2011 18:27,3.39,15380,United Kingdom,2011-03-28 18:27:00
536518,22633,HAND WARMER UNION JACK,4,02/14/2011 17:51,2.1,18053,Spain,2011-02-14 17:51:00
536518,22633,HAND WARMER UNION JACK,24,01/11/2011 12:38,8.43,15693,France,2011-01-11 12:38:00
536519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,03/08/2011 08:24,4.57,17980,France,2011-03-08 08:24:00
536519,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,02/03/2011 16:27,3.1,17358,France,2011-02-03 16:27:00
536519,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,03/13/2011 15:11,4.93,16891,Netherlands,2011-03-13 15:11:00
536520,22752,SET 7 BABUSHKA NESTING BOXES,4,01/18/2011 18:07,4.28,16004,Belgium,2011-01-18 18:07:00
536520,22632,HAND WARMER RED POLKA DOT,3,03/12/2011 17:44,4.06,12772,Germany,2011-03-12 17:44:00
536520,71053,WHITE METAL LANTERN,4,03/18/2011 14:05,5.73,14162,France,2011-03-18 14:05:00
536521,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,03/20/2011 18:33,6.02,17240,United Kingdom,2011-03-20 18:33:00
536521,22633,HAND WARMER UNION JACK,2,03/26/2011 16:18,3.44,17257,Spain,2011-03-26 16:18:00
536521,84406B,CREAM CUPID HEARTS COAT HANGER,3,01/31/2011 18:00,3.35,13057,France,2011-01-31 18:00:00
536522,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,03/08/2011 08:47,3.95,13084,Spain,2011-03-08 08:47:00
536522,84879,ASSORTED COLOUR BIRD ORNAMENT,24,02/05/2011 11:38,0.5,16071,Netherlands,2011-02-05 11:38:00
536522,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,01/10/2011 16:18,1.47,13304,Spain,2011-01-10 16:18:00
536523,84879,ASSORTED COLOUR BIRD ORNAMENT,4,02/18/2011 17:30,7.23,15128,Netherlands,2011-02-18 17:30:00
536523,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,01/09/2011 14:40,7.79,14151,Belgium,2011-01-09 14:40:00
536523,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,03/10/2011 08:44,4.0,14379,France,2011-03-10 08:44:00
536524,22752,SET 7 BABUSHKA NESTING BOXES,3,03/02/2011 13:22,5.65,17045,France,2011-03-02 13:22:00
536524,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,01/31/2011 11:55,5.12,14223,Germany,2011-01-31 11:55:00
536524,22752,UNKNOWN_ITEM,1,01/16/2011 09:43,10.66,16381,Spain,2011-01-16 09:43:00
536525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/21/2011 13:31,6.74,17052,France,2011-03-21 13:31:00
536525,22632,HAND WARMER RED POLKA DOT,2,03/15/2011 10:03,4.24,15812,Netherlands,2011-03-15 10:03:00
536525,22752,SET 7 BABUSHKA NESTING BOXES,12,01/23/2011 15:07,-2.59,16114,France,2011-01-23 15:07:00
536526,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,02/11/2011 13:39,1.29,13879,Spain,2011-02-11 13:39:00
536526,84879,ASSORTED COLOUR BIRD ORNAMENT,2,03/05/2011 14:13,4.91,15395,France,2011-03-05 14:13:00
536526,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/29/2011 11:52,2.99,14557,Germany,2011-03-29 11:52:00
536527,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,01/20/2011 15:51,1.66,GUEST,Germany,2011-01-20 15:51:00
536527,22632,HAND WARMER RED POLKA DOT,3,03/04/2011 12:16,3.21,16997,United Kingdom,2011-03-04 12:16:00
536527,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/02/2011 18:06,2.34,15087,France,2011-03-02 18:06:00
536528,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/16/2011 13:55,7.87,17306,Germany,2011-01-16 13:55:00
536528,22632,HAND WARMER RED POLKA DOT,24,02/06/2011 13:20,6.26,16339,Belgium,2011-02-06 13:20:00
536528,84879,ASSORTED COLOUR BIRD ORNAMENT,12,01/19/2011 10:40,4.48,15109,Netherlands,2011-01-19 10:40:00
536529,71053,WHITE METAL LANTERN,12,01/30/2011 13:20,7.46,18165,France,2011-01-30 13:20:00
536529,22633,HAND WARMER UNION JACK,3,03/17/2011 16:28,4.65,13852,United Kingdom,2011-03-17 16:28:00
536529,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/11/2011 11:10,2.78,13128,United Kingdom,2011-01-11 11:10:00
536530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,03/09/2011 09:06,7.55,13618,United Kingdom,2011-03-09 09:06:00
536530,84029E,UNKNOWN_ITEM,12,02/06/2011 15:40,5.58,16661,Germany,2011-02-06 15:40:00
536530,22752,SET 7 BABUSHKA NESTING BOXES,4,03/11/2011 12:35,2.43,18060,Spain,2011-03-11 12:35:00
536531,84879,ASSORTED COLOUR BIRD ORNAMENT,12,03/23/2011 16:19,4.12,16291,Spain,2011-03-23 16:19:00
536531,84029E,RED WOOLLY HOTTIE WHITE HEART,3,01/20/2011 12:00,-2.75,GUEST,France,2011-01-20 12:00:00
536531,22633,HAND WARMER UNION JACK,4,02/08/2011 08:49,-1.73,14745,Spain,2011-02-08 08:49:00
